order_id,customer_id,product_name,sale_amount,order_date
518,35,Hand Mixer,2976.71,2025-04-27
519,448,Crafting Kit,1404.99,2025-07-21
520,410,Couscous,2187.58,2025-07-15
521,477,Lockable Bicycle Chain,2279.19,2025-09-29
522,115,Scented Candle Set,551.93,2025-06-06
523,73,Graphic Print Leggings,3555.47,2025-01-04
524,274,Herbed Goat Cheese,3718.37,2025-01-02
525,301,Vegetable Potstickers,4686.65,2025-12-13
526,349,Scent Diffuser,1928.15,2025-03-14
527,405,Antique Style Clock,2899.15,2025-12-15
528,399,Chickpea Flour,652.08,2025-12-04
529,407,Organic Chia Seeds,2117.16,2025-11-17
530,369,Nutty Quinoa Salad,1202.89,2025-09-17
531,192,Whole Grain Cereal,1772.3,2025-12-28
532,187,Whole Roasted Chicken,1044.57,2025-05-15
533,420,Hydration Backpack,149.08,2025-04-26
534,341,Cork Yoga Mat,,2025-07-07
535,115,Smashed Avocado with Lime,,2025-11-08
536,325,Black Bean & Corn Salad,1538.05,2025-10-09
537,453,Carrot Ginger Soup,3138.92,2025-04-29
538,208,Noise-Canceling Earbuds,2201.41,2025-02-14
539,352,Artisan Bread Loaf,1595.22,2025-04-01
540,478,Sweet Corn,2272.1,2025-08-18
541,253,Portable Refrigerator Freezer,560.08,2025-10-08
542,22,Smart Plug,,2025-12-07
543,339,Lockable Bicycle Chain,1506.47,2025-06-03
544,235,Pepper Jack Cheese Sticks,3314.26,2025-06-10
545,70,Self-Cleaning Water Bottle,739.25,2025-08-23
546,523,Lightweight Travel Backpack,699.83,2025-04-08
547,61,Lemon Herb Chicken,1616.2,2025-08-09
548,302,Cotton Sweatpants,,2025-12-23
549,203,Cinnamon Roll Protein Bar,73.83,2025-02-16
550,254,Multicolored LED Strip Lights,3907.96,2025-09-14
551,79,Honey Roasted Peanuts,2893.56,2025-04-01
552,155,Sweet and Sour Sauce,4016.4,2025-08-14
553,539,Honey Sesame Cashews,798.22,2025-12-25
554,185,Cooking Utensil Set,1427.27,
555,388,Scent Diffuser Oil,,2025-03-11
556,202,White Rice,4970.81,2025-08-27
557,302,Honey Garlic Sauce,236.9,2025-07-14
558,248,Cotton Pajama Set,389.7,2025-12-09
559,103,Portable Massage Table,,
560,359,Vegetable Broth,2750.73,2025-05-05
561,515,Almond Flour,1998.49,2025-03-24
562,88,Weighted Jump Rope with Counter,,2025-09-23
563,545,Comfy Slippers,966.01,2025-05-07
564,463,Falafel Mix,961.31,2025-04-13
565,463,Pet Reflective Vest,1532.1,2025-03-24
566,173,Garden Vegetable Chips,2402.51,2025-06-03
567,183,Portable Air Purifier,,2025-12-15
568,458,Popcorn Chicken,3675.04,2025-01-19
569,462,Athletic Sports Bra,4710.12,2025-08-15
570,492,Kettle Chip Variety Pack,2321.91,2025-09-06
571,5,Legging Pants,,2025-06-28
572,108,Laundry Detergent,,2025-03-15
573,422,Sweet Potato & Kale Hash,2548.15,2025-11-22
574,57,Chocolate Mint Protein Shake,49.8,2025-05-27
575,99,Digital Drawing Tablet,4339.66,2025-12-12
576,161,Natural Fruit Snacks,2079.66,2025-01-27
577,191,Cinnamon Rolls,2494.67,2025-07-08
578,270,Wine Glasses,4885.58,2025-12-25
579,343,Smart Water Bottle with Hydration Reminder,2650.52,2025-06-08
580,340,Cranberry Orange Juice,1584.4,2025-03-07
581,72,Cinnamon Sugar Tortilla Chips,3880.29,2025-01-25
582,522,Cereal Dispenser with Portion Control,16.61,2025-03-02
583,323,Electric Stool Heater,670.8,2025-03-21
584,432,Cinnamon Raisin Bread,4235.34,2025-08-07
585,241,Laptop Sleeve,1244.75,2025-11-22
586,110,Chili Con Carne Mix,4325.24,
587,353,Dried Mango Slices,1828.01,2025-10-03
588,168,LED Desk Lamp with USB Charging Port,1682.51,2025-02-06
589,355,Peach Halves (canned),4878.83,2025-07-04
590,27,Cordless Water Flosser,3643.5,2025-04-25
591,270,Classic Slim Fit Shirt,3743.75,2025-06-16
592,404,Instant Mashed Potatoes,3766.69,
593,441,Beef Jerky,434.9,2025-01-25
594,251,Nutty Quinoa Salad,4018.65,2025-03-02
595,379,Frozen Berry Blend,4993.81,2025-10-14
596,457,Sesame Garlic Stir-Fry Sauce,1399.02,2025-11-23
597,481,Non-Stick Grill Mat,26.6,2025-03-23
598,289,Chocolate Coconut Granola,1779.56,2025-08-03
599,416,Vegetarian Pizza,2221.16,
600,91,Pet Hair Vacuum Cleaner Attachment,1347.27,2025-02-14
601,42,Karaoke Microphone,344.06,2025-11-19
602,317,Ceramic Cookware Set,4063.09,2025-06-01
603,174,Chocolate Chip Muffins,1260.45,2025-10-16
604,394,Plant-Based Cookbook,4905.72,2025-07-23
605,231,Ribbed Knit Dress,1463.02,2025-10-31
606,19,Fashionable Belt Bag,3552.94,2025-09-04
607,477,Bluetooth Shower Speaker,3495.31,2025-06-27
608,84,Stainless Steel Cutlery Set,3369.89,2025-01-23
609,171,Pumpkin Ice Cream,860.5,2025-01-22
610,83,Honey Roasted Almonds,,2025-03-17
611,272,Scented Candles,394.04,2025-01-28
612,9,Fruit and Nut Energy Bites,4229.28,2025-03-09
613,130,Roasted Chickpeas,4280.77,2025-12-01
614,385,Car Trash Can,2111.9,2025-07-11
615,367,Pineapple Coconut Rice Mix,3090.13,2025-03-23
616,178,Frozen Hash Browns,1426.18,2025-01-13
617,200,Camping Chair with Cooler,3287.8,2025-03-27
618,498,Classic Slim Fit Shirt,4721.99,2025-06-20
619,47,Running Shorts,3148.04,2025-04-14
620,384,Car Emergency Kit,1534.59,2025-03-21
621,200,Almond Joy Bars,3308.25,2025-07-04
622,333,Foldable Yoga Mat,3649.58,2025-03-08
623,241,Coffee Grinder,1060.81,2025-12-06
624,252,Portable Charcoal Grill,3358.71,2025-01-02
625,261,Sweet and Spicy Barbecue Sauce,1706.67,2025-03-21
626,525,Caraway Rye Bread,1650.8,2025-06-12
627,94,Siphon Coffee Maker,4077.22,2025-10-09
628,82,Vanilla Pudding Mix,,2025-10-24
629,257,Infrared Space Heater,4238.06,2025-08-20
630,461,Honey Roasted Chickpeas,4144.19,2025-12-17
631,293,Digital Wireless Camera,2961.37,2025-06-03
632,480,Pet Carrier Backpack,1814.74,2025-03-09
633,98,French Onion Dip,3502.05,2025-09-27
634,173,Pet Carrier Backpack,3439.5,2025-03-19
635,194,Microfiber Cleaning Cloth Set,1740.92,2025-01-21
636,288,Mini Projector,3642.76,
637,182,Pepperoni Pizza Roll-Ups,1896.35,2025-12-27
638,478,Savory Snack Mix,4118.02,2025-11-03
639,66,Cinnamon Ice Cream,,2025-12-26
640,167,Orange Ginger Vinaigrette,3751.41,2025-06-12
641,303,Smartphone Photography Tripod,3242.81,2025-05-14
642,140,Garlic Butter Sauce,2030.87,2025-02-21
643,354,Cocktail Shaker and Mixing Glass Set,862.13,2025-07-13
644,28,Lentils,2038.54,2025-05-02
645,140,Vegetable Fried Rice,3626.83,2025-11-18
646,430,Inflatable Paddle Board,1794.15,2025-02-13
647,511,Honey Mustard Sauce,236.53,2025-10-19
648,299,Grilled Vegetable Medley,2663.63,2025-03-03
649,220,Safety First Aid Kit,3541.59,2025-03-17
650,497,Baby Monitor,3115.19,2025-10-31
651,81,Tea Infuser Bottle,765.1,2025-11-15
652,102,Trendy Bomber Jacket,938.38,2025-11-07
653,70,Pet Carrier,4888.84,2025-02-02
654,369,Natural Peanut Butter,4187.39,2025-03-09
655,305,Rolling Cooler,4466.52,2025-12-02
656,516,Organic Blueberries,,2025-08-23
657,204,Blueberry Oatmeal Cups,3425.7,2025-11-10
658,375,Children's Gardening Set,2612.29,2025-04-01
659,506,Quality Chef Apron,4999.81,2025-06-27
660,285,Children's Science Experiment Lab Kit,1458.56,2025-03-25
661,96,Handmade Soap Making Kit,1835.88,2025-09-13
662,12,Trackpad for Laptop,4697.5,
663,135,Portable Air Pump,3439.86,2025-05-16
664,346,Bodyweight Resistance Bands,2960.62,
665,363,Mini Projector,1987.33,2025-05-11
666,34,Outdoor Mosquito Repellent Lantern,2662.09,2025-09-13
667,127,Almond Butter Cups,,2025-08-10
668,251,Beard Grooming Kit,1790.47,2025-10-23
669,45,Instant Mashed Potatoes,3072.67,2025-02-01
670,143,Classic Pesto Sauce,2862.35,2025-02-13
671,212,Pet Camera with Treat Dispenser,397.72,2025-09-27
672,89,Frozen Burritos,4907.32,2025-05-27
673,71,Silicone Ice Cube Tray,500.68,2025-04-04
674,232,Garden Kneeler and Seat,3380.05,2025-11-26
675,517,Cranberry Almond Biscotti,80.09,2025-04-23
676,213,Classic White T-Shirt,2778.23,2025-03-09
677,91,Savory Mushroom Risotto,291.2,2025-09-15
678,94,Maple Bacon Popcorn,1730.25,2025-05-08
679,36,Smartphone Holder for Car,908.58,2025-10-09
680,45,Compact Portable Grill,2413.5,
681,355,Honey Mustard Dip,2144.61,2025-11-18
682,72,Chipotle Seasoning Blend,3463.63,2025-04-10
683,253,Tandoori Chicken Marinade,4100.95,2025-11-16
684,194,Turmeric Ginger Tea,3391.46,2025-05-15
685,438,Apple Juice,2716.59,2025-12-30
686,359,Foot Spa Bath Massager,,2025-10-12
687,377,Classic White T-Shirt,220.56,2025-08-26
688,122,Coconut Water,2075.24,2025-06-20
689,155,Jennifer's Amazing Lip Balm Kit,3202.88,2025-08-23
690,103,Fitness Resistance Bands Set,2846.67,2025-09-28
691,273,Phone Screen Protector,2730.66,2025-04-01
692,490,Leather Crossbody Bag,465.24,2025-04-21
693,100,Cork Yoga Mat,1891.29,2025-01-12
694,65,Travel Mug,2824.13,
695,503,Bamboo Bathtub Caddy,1260.68,2025-09-11
696,279,Non-Stick Baking Sheet,,2025-01-23
697,38,Wireless Music Receiver,2062.0,2025-04-17
698,282,Chia Seed Pudding,4056.86,2025-03-08
699,259,Honey Nut Cheerios,4887.03,2025-10-07
700,114,Magnet Travel Fridge Magnets,504.11,2025-10-19
701,550,Blackberry Compote,3688.49,2025-05-10
702,442,Honeycrisp Apples,1366.19,2025-05-09
703,75,Smartphone Tripod,3732.69,2025-09-09
704,504,Raspberry Lemonade Mix,2922.45,2025-10-27
705,322,Cinnamon Roll Kit,4282.29,2025-08-28
706,266,Chopping Board,507.42,2025-07-20
707,243,Frozen Pizza,2455.42,2025-07-30
708,187,Window A/C Unit,4242.55,2025-12-31
709,56,Tomato Basil Soup,3727.02,2025-04-19
710,461,Buffalo Cauliflower Wings,4540.23,
711,440,Leather Biker Jacket,3099.6,2025-10-02
712,549,Marinara Parmesan Baked Ziti,3533.23,2025-04-06
713,66,Pumpkin Spice Creamer,1572.83,2025-03-13
714,273,Camping Lantern,1148.7,2025-12-18
715,318,Elderberry Syrup Kit,2902.85,2025-03-12
716,48,Spicy Hummus,3884.7,2025-08-25
717,494,Spicy Salsa Verde,1769.33,2025-07-28
718,34,Fitness Jump Rope with LCD Counter,2305.72,2025-09-17
719,528,Almond Crunch Granola Bars,,2025-03-02
720,92,Classic Beef Chili,4771.12,2025-01-21
721,191,Cookbook,2177.96,2025-04-28
722,363,Fruit Medley Juice,1436.89,2025-10-20
723,290,Mesh Laundry Bags Set,3621.32,2025-05-07
724,276,Car Phone Mount,4101.59,2025-10-28
725,82,Phone Screen Protector,1254.59,2025-01-09
726,482,Camping Chair,2037.84,
727,13,Indoor Grill,4264.15,2025-10-04
728,457,Classic Caesar Salad Kit,2769.79,2025-12-06
729,8,Asian Stir-Fry Vegetables,,2025-12-27
730,33,Pet Camera with Treat Dispenser,3989.44,2025-03-01
731,243,Free-Range Eggs,4185.87,2025-06-03
732,471,Vegetable and Cheese Quesadillas,1925.5,2025-07-02
733,263,Travel Mug with Leak-Proof Lid,1998.31,2025-11-29
734,26,Kids' Trampoline,2175.86,2025-06-06
735,484,Bamboo Toothbrush,1863.04,2025-02-21
736,369,Compact Dishwasher,3201.29,2025-09-12
737,139,Smartphone Hand Grip,4108.1,2025-09-26
738,493,Cable Knit Cardigan,4012.04,2025-03-07
739,26,Car Emergency Kit,3134.95,2025-05-07
740,160,Crispy Onion Rings,1165.77,2025-09-20
741,459,Smart Light Bulbs,4577.02,2025-03-31
742,17,Mango Chutney,1255.03,2025-03-01
743,460,Baking Powder,441.18,2025-12-01
744,212,Cacao Powder,4905.9,2025-04-04
745,220,Brown Rice,,2025-01-08
746,415,Mediterranean Olives,1146.27,2025-03-20
747,449,Portable Jump Starter,3960.31,2025-09-28
748,40,Noise Cancelling Ear Muffs,1906.19,2025-09-09
749,27,Smart Plug,3319.9,2025-12-09
750,286,Chocolate Chip Cookie Mix,,2025-08-16
751,48,Window Blinds,636.08,2025-12-20
752,309,Multi-Functional Rice Cooker,919.15,2025-02-19
753,285,Warm Knit Beanie,1621.79,2025-01-31
754,339,Classic Slim Fit Shirt,3341.29,2025-07-30
755,98,Oven-Baked Parmesan Zucchini,3983.9,2025-02-10
756,436,Jasmine Rice,2884.75,2025-06-22
757,14,Hand Mixer,1973.43,2025-09-20
758,388,Lemon Herb Chicken,4809.55,2025-04-21
759,62,Non-Stick Baking Sheet,123.95,2025-09-03
760,490,Personal Security Alarm Keychain,523.06,2025-07-04
761,86,Stainless Steel Travel Mug,11.61,2025-07-21
762,520,Rain Jacket,1410.13,2025-10-15
763,414,Sliced Strawberries,2176.03,2025-06-06
764,27,Children's Art Set,,2025-08-28
765,162,Taro Chips,139.84,2025-04-11
766,196,Miso Soup Starter,4357.89,2025-10-23
767,467,Electric Rice Cooker,2850.08,
768,67,Bamboo Utensil Set,1029.05,2025-12-15
769,35,Travel Document Organizer,1242.32,2025-01-25
770,441,Hair Dryer,516.22,2025-05-03
771,342,Workstation Laptop Stand,4111.7,2025-09-19
772,312,Balsamic Glaze,1230.23,2025-08-05
773,413,Electric Fondue Pot,2849.51,2025-08-23
774,321,Portable Camping Stove,4496.43,2025-01-21
775,328,Chili Powder,2319.08,2025-06-24
776,336,Trendy Bomber Jacket,4593.89,2025-11-10
777,184,Portable Laptop Table,159.24,2025-03-14
778,201,Winter Knit Beanie,806.51,2025-06-10
779,538,Asian Salad Mix,1480.82,2025-03-30
780,177,Coffee Making Kit,1812.77,2025-12-14
781,260,Sporty Slide Sandals,2333.22,2025-10-18
782,419,Digital Drawing Tablet,982.01,2025-07-15
783,296,Peanut Butter Chocolate Clusters,4954.68,2025-12-09
784,50,Travel Makeup Organizer,,2025-11-01
785,57,Savory Italian Herbs,1982.34,2025-07-02
786,139,Comfy Slippers,1440.09,2025-06-14
787,377,Oatmeal Raisin Cookies,2834.17,2025-08-28
788,292,Luxury Bath Salts,4116.0,2025-06-14
789,510,Fruit & Nut Trail Mix,4355.43,2025-06-24
790,359,Spaghetti and Meatball Dinner Kit,4620.55,2025-05-13
791,170,Wall Decals for Kids,678.13,2025-07-29
792,194,Hummus Trio Pack,2743.33,2025-04-19
793,113,Digital Drawing Tablet,,2025-02-07
794,277,Ripped Boyfriend Jeans,1344.88,2025-10-09
795,153,Dual Function Electric Skillet,1324.3,2025-04-01
796,466,Teriyaki Chicken Skewers,1481.24,2025-07-23
797,490,Electric Screwdriver,2026.05,
798,206,High-Quality Yoga Block,2339.04,2025-10-23
799,397,Motion Sensor Light,3986.5,2025-07-30
800,124,Garlic Herb Seasoning,4152.45,2025-03-19
801,241,Sesame Garlic Noodles,3442.84,2025-08-19
802,359,Honey Almond Granola Bars,2556.94,2025-07-10
803,416,Sweet Potato Tots,1910.72,2025-03-05
804,424,Stylish Combat Boots,770.53,2025-10-15
805,199,Asian Stir-Fry Vegetables,1014.47,2025-06-13
806,304,USB-C Hub,298.33,2025-10-04
807,283,Homemade Salsa,4958.77,2025-08-01
808,49,Magnetic Phone Case,4973.39,2025-03-01
809,103,Bike Helmet,2164.1,2025-02-14
810,454,Basil Tomato Soup,3597.5,2025-07-11
811,541,Wine Glasses,727.01,2025-06-20
812,504,Chili Beans (canned),2580.46,2025-09-21
813,392,Lemon Dill Chicken Skewers,4637.67,2025-04-02
814,2,Peanut Butter Pretzel Nuggets,3294.44,2025-07-06
815,157,Shoe Organizer,3810.37,2025-12-20
816,261,Pet Tracking Collar,1889.91,2025-06-26
817,238,Wall-Mounted Organizer,4187.1,2025-07-14
818,118,Balsamic Salad Dressing,,2025-08-12
819,467,Rechargeable Electric Toothbrush,1257.54,2025-06-08
820,40,Almond Coconut Granola,4634.03,2025-07-10
821,93,Lemon Garlic Shrimp,357.16,2025-09-27
822,485,Compact Electric Kettle,921.74,2025-05-27
823,401,Spinach and Feta Wraps,2303.94,2025-12-09
824,88,Couscous Mix,770.28,2025-02-02
825,347,Maple Chipotle Glaze,2612.75,2025-04-06
826,191,Electric Blanket,4190.85,2025-09-27
827,448,Pet Grooming Brush,3466.25,2025-06-09
828,173,Children's Backpack,2242.12,
829,121,Honey Sriracha Chicken Bites,4217.35,2025-10-27
830,297,Stuffed Peppers with Quinoa,3671.59,
831,276,Photo Album,4766.96,2025-10-08
832,94,Pesto Pasta Salad,4229.65,2025-03-11
833,262,Roasted Red Pepper Sauce,2295.12,2025-04-19
834,84,Fitness Jump Rope with LCD Counter,1681.12,2025-02-28
835,162,Buffalo Sauce,4138.52,2025-10-09
836,411,Asian Stir-Fry Vegetables,,2025-03-09
837,259,Stainless Steel Water Bottle,1777.18,2025-07-08
838,295,Self-Watering Planters,2376.13,2025-01-31
839,196,Chic Jumpsuit,3796.97,2025-07-06
840,376,Wild Rice Pilaf,3400.99,2025-06-16
841,113,Classic BBQ Sauce,759.1,2025-05-23
842,351,Thai Basil Fried Rice,2713.96,2025-01-23
843,513,Pet Grooming Kit,3402.04,
844,249,Electric Toothbrush,1113.28,2025-02-20
845,90,Pasta Sauce Mix,4878.21,2025-09-09
846,204,Scented Soy Candles,1170.28,2025-12-09
847,61,Portable Phone Mug Holder,2431.15,2025-09-25
848,135,Mango Chilli Sauce,,2025-07-31
849,372,Avocados,859.97,2025-05-29
850,542,Portable Grill Cover,1422.83,2025-02-12
851,444,Aged White Cheddar Popcorn,4632.16,2025-02-10
852,26,Organic Whole Grain Oats,3398.04,2025-06-22
853,96,Chocolate Almond Milk,,
854,3,Ricotta Cheese,3656.71,2025-12-14
855,91,Plant Growing Kit,309.39,2025-02-18
856,487,Ceramic Planter Set,4688.4,2025-09-09
857,479,Vegetable Lentil Soup,3476.48,2025-10-18
858,291,Wall Art Stickers,3754.35,2025-05-03
859,203,Honey Nut Cheerios,4620.55,2025-03-06
860,531,Smoked Paprika,3511.03,2025-12-20
861,63,Dill Pickle Chips,3288.31,2025-01-07
862,482,Portable Folding Picnic Table,3199.09,2025-09-03
863,199,Utility Cargo Pants,2090.11,2025-09-14
864,209,LED Desk Light,,2025-12-14
865,479,Noise Cancelling Ear Muffs,1972.24,2025-08-22
866,37,Chipotle Black Bean Burger,3163.1,2025-10-19
867,139,Kids' STEM Robotics Kit,1753.18,2025-05-30
868,196,Sweet Corn Fritters,3330.78,2025-01-08
869,203,Instant Camera,3714.77,2025-08-09
870,159,Lemon Zest Olive Oil,3516.06,2025-08-22
871,62,Wrap Jumpsuit,2935.27,2025-07-14
872,111,Coconut Cream Pie,2399.32,2025-07-05
873,414,Roasted Red Pepper Hummus,655.0,2025-05-26
874,532,Creative Puzzle Game,1052.41,2025-03-23
875,476,Garden Hoses with Expandable Features,3149.56,2025-07-15
876,248,Heart-Shaped Baking Molds,3541.48,2025-08-11
877,160,Faux Fur Throw Blanket,3565.03,2025-01-19
878,228,Vegetable Stock,882.81,2025-12-28
879,70,Pepper Jack Cheese Slices,1740.74,2025-05-04
880,539,Roasted Garlic Pasta Sauce,4821.66,2025-08-10
881,405,Coloring Books for Adults,2744.25,2025-03-18
882,73,Motion Sensor Light,4459.89,2025-10-27
883,434,Puzzle Mat,337.7,2025-03-21
884,47,Free-Range Eggs,1995.52,2025-06-08
885,247,Ceramic Planter Set,1921.95,2025-09-02
886,224,Asian Noodle Salad Kit,2298.99,2025-01-23
887,400,Classic White T-Shirt,4763.03,2025-02-27
888,475,Digital Kitchen Timer,964.71,2025-12-01
889,427,Spicy Roasted Nuts,2822.33,2025-10-26
890,14,Thai Coconut Curry Sauce,2955.39,2025-01-30
891,77,Fitness Jump Box,608.54,2025-10-01
892,46,Cajun Seasoning,3382.93,2025-10-27
893,279,Ribbed Knit Dress,314.32,2025-03-23
894,177,Magnet Travel Fridge Magnets,2366.19,2025-03-06
895,242,Smoky BBQ Jackfruit,4333.87,2025-06-12
896,241,Sweet Pea Hummus,840.45,2025-06-21
897,251,Strawberry Fruit Spread,2954.82,2025-06-09
898,186,Snap-On Tupperware Set,2568.58,2025-05-01
899,254,Chocolate Coconut Granola,4264.49,2025-01-19
900,491,Basil Tomato Soup,2875.25,2025-12-09
901,454,Spicy Chicken Wings,1323.49,2025-02-13
902,406,Pasta (Linguine),530.76,2025-05-11
903,355,Home Brewing Starter Kit,2349.87,2025-11-16
904,195,Scented Candles,3838.87,2025-11-23
905,137,Indian Curry Sauce,3177.36,2025-08-07
906,364,Kids' Gardening Kit,486.71,2025-05-29
907,153,Over-The-Door Shoe Organizer,2608.31,2025-01-08
908,245,Matcha Green Tea Powder,2472.08,2025-08-22
909,335,Chili Lime Corn Chips,1820.93,2025-11-07
910,378,Bamboo Utensil Holder,242.22,2025-04-13
911,481,Garden Kneeler and Seat,3172.76,2025-08-05
912,94,Homestyle Chicken Noodle Soup,4405.38,2025-11-09
913,271,Thai Red Curry Paste,4404.77,2025-04-01
914,535,Motion Sensor Light,2969.31,2025-12-19
915,173,Gluten-Free Bread,3591.29,2025-01-15
916,172,Chocolate Fudge Brownie Mix,3506.22,
917,536,Miso Soup Mix,1229.99,2025-01-22
918,453,Mango Chutney,4388.54,2025-03-24
919,86,Kids' Science Experiment Kit,,2025-12-01
920,104,Miso Soup Starter,2476.52,2025-01-22
921,227,Floral Summer Dress,2454.04,
922,520,Italian Sausage Links,4908.34,2025-09-10
923,277,Artisan Bread,4552.05,2025-05-11
924,296,Tortilla Chips,306.68,2025-10-12
925,251,Chocolate Chip Cliff Bars,4022.62,2025-07-22
926,124,Sriracha Hot Chili Sauce,,2025-09-12
927,361,Maple Syrup,3967.99,2025-02-28
928,171,Nordic Berry Smoothie,670.13,2025-02-28
929,98,Travel Document Organizer,2802.78,2025-02-20
930,258,Coloring Books for Adults,1213.14,2025-02-26
931,199,Dish Soap Dispenser,2751.91,2025-03-10
932,317,Sun-Dried Tomatoes,3408.36,2025-01-10
933,59,Scent Diffuser,3883.66,2025-12-07
934,493,Canvas High-Top Sneakers,4693.88,2025-06-09
935,66,Vegetable Stir-Fry Kit,4941.79,2025-10-18
936,422,Smart Plug,4987.99,2025-05-21
937,227,Board Game Storage,3839.54,2025-06-06
938,539,Chocolate Chip Energy Balls,4247.75,2025-03-01
939,427,Casual Cropped Sweater,2752.14,2025-04-08
940,303,Dog Car Seat Cover,1395.68,2025-03-31
941,71,Garden Hoses with Expandable Features,1603.6,2025-09-04
942,107,Pumpkin Ice Cream,,2025-01-30
943,276,Non-Stick Grill Pan,4391.36,2025-07-10
944,214,Hand Mixer,4076.45,2025-07-11
945,20,Ice Cream,3553.93,2025-01-27
946,302,Gluten-Free Pancake Mix,4089.12,2025-12-30
947,424,Wall-Mounted Organizer,2232.55,
948,370,Spinach Feta Wraps,4676.64,2025-06-10
949,220,Cinnamon Apple Sauce,591.71,2025-12-09
950,345,Sweet Pea Hummus,708.41,2025-09-12
951,488,Flavored Rice Cakes,176.42,2025-12-20
952,394,Graphic Hoodie,97.83,2025-10-29
953,460,Snap-On Tupperware Set,615.95,2025-04-19
954,138,Digital Wireless Meat Thermometer,3031.68,2025-01-22
955,416,Portable USB-C Monitor,4072.59,2025-12-17
956,427,Organic Quinoa Salad,964.31,2025-12-17
957,111,Buttermilk Pancakes,92.17,2025-03-13
958,284,Fashionable Scarves Set,3752.07,2025-12-08
959,320,Fitness Tracker Watch,1606.67,2025-05-11
960,165,Gardening Fairy Figurines,726.04,2025-05-08
961,493,Chocolate Fudge Ice Cream,4184.27,2025-02-02
962,39,Vegetarian Stuffed Peppers,,2025-06-16
963,130,Bamboo Utensil Set,4520.03,2025-05-05
964,534,Sriracha Chili Sauce,3035.02,2025-12-25
965,349,Grapes (red),634.74,2025-07-02
966,324,Dog Waste Bag Dispenser,20.78,2025-07-23
967,17,LED Camping Lantern with USB Charging,2501.95,2025-02-04
968,16,Thai Peanut Noodles,,2025-01-07
969,333,Chocolate Chip Cookie Mix,1748.8,2025-06-12
970,528,Mayonnaise,3724.8,2025-09-23
971,366,Compact Refrigerator,764.13,2025-04-20
972,214,Spinach Feta Wraps,927.73,2025-01-27
973,293,Puff Pastry,3761.76,2025-06-02
974,28,USB Wall Charger,2458.74,2025-10-08
975,291,Rice Pudding,1663.24,2025-06-28
976,365,Stainless Steel Straws,4910.55,2025-10-31
977,367,Pepperoni Pizza Rolls,2609.83,
978,452,Crispy Kale Chips,4707.13,2025-01-01
979,211,LED Desk Lamp with USB Charging,431.23,2025-10-10
980,416,Automatic Pet Feeder,32.77,2025-08-22
981,442,Popcorn Chicken,2233.76,2025-04-22
982,320,Bamboo Utensil Set,4922.56,
983,286,Cranberry Almond Biscotti,2966.05,2025-09-09
984,448,Buffalo Chicken Wraps,828.3,2025-05-06
985,158,Almond Flour Biscuits,511.91,2025-08-15
986,245,Tea Set with Infuser,4586.28,2025-07-15
987,349,Dark Chocolate Raisins,3857.18,
988,187,Fridge Magnet Set,917.07,2025-12-01
989,109,3D Night Light,1098.48,2025-09-17
990,220,Puzzle Game Set,4793.42,2025-08-25
991,65,Solar Power Bank,161.47,2025-06-14
992,410,Orange Ginger Vinaigrette,2860.44,2025-07-20
993,153,Personal Blender with Travel Cup,2338.0,2025-01-14
994,547,Rice Pilaf Mix,2436.86,2025-03-23
995,171,Telescope,2550.14,2025-10-06
996,55,Bluetooth Sleep Headphones,4589.71,2025-12-23
997,297,Travel Organizer,1418.3,2025-01-05
998,166,Wall-Mounted Wine Rack,3797.14,
999,372,Breezy Off-The-Shoulder Top,3698.19,2025-05-29
1000,418,Set of Silicone Cooking Utensils,2762.48,2025-09-29
